State,Start Time,End Time,Factory,Line,Good Glove,Produced Glove,Empty Link,Cuff TR,No beading ,Palm TR,Unstripped,No glove ,Functional,Others
Running,2021-12-24_14:00:07,2021-12-24_14:00:08,F32,11,25,26,0,0,0,0,0,0,0,1
No PLC Connection,2021-12-24_14:00:08,2021-12-24_14:00:08,F32,11,0,0,0,0,0,0,0,0,0,0
Running,2021-12-24_14:00:08,2021-12-24_15:00:00,F32,11,32251,32561,251,24,4,2,121,44,2,113
Running,2021-12-24_15:00:00,2021-12-24_15:54:16,F32,11,28646,29070,426,22,1,5,111,44,1,240
Line Stopped,2021-12-24_15:54:16,2021-12-24_15:54:16,F32,11,0,0,0,0,0,0,0,0,0,0
Running,2021-12-24_15:54:16,2021-12-24_15:55:14,F32,11,415,423,6,1,0,0,2,1,0,4
Line Stopped,2021-12-24_15:55:14,2021-12-24_15:55:15,F32,11,0,0,0,0,0,0,0,0,0,0
Running,2021-12-24_15:55:15,2021-12-24_16:00:00,F32,11,2544,2582,29,2,0,0,13,9,0,14
Running,2021-12-24_16:00:00,2021-12-24_16:37:47,F32,11,19782,20168,370,11,1,1,106,37,0,230
No PLC Connection,2021-12-24_16:37:47,2021-12-24_16:39:08,F32,11,0,0,0,0,0,0,0,0,0,0
Running,2021-12-24_16:39:08,2021-12-24_16:39:08,F32,11,2,2,1,0,0,0,0,0,0,0
No PLC Connection,2021-12-24_16:39:08,2021-12-24_16:39:08,F32,11,0,0,0,0,0,0,0,0,0,0
Running,2021-12-24_16:39:08,2021-12-24_17:00:00,F32,11,11256,11378,70,4,0,0,57,18,2,41
Running,2021-12-24_17:00:00,2021-12-24_17:25:50,F32,11,13907,14030,89,4,0,1,72,15,0,31
No PLC Connection,2021-12-24_17:25:50,2021-12-24_17:29:11,F32,11,0,0,0,0,0,0,0,0,0,0
Running,2021-12-24_17:29:11,2021-12-24_18:00:00,F32,11,16617,16790,97,12,1,5,83,23,0,49
Running,2021-12-24_18:00:00,2021-12-24_19:00:00,F32,11,32466,32699,221,11,0,2,105,30,1,84
Running,2021-12-24_19:00:00,2021-12-24_20:00:00,F32,11,32450,32721,199,21,0,1,148,28,2,71
Running,2021-12-24_20:00:00,2021-12-24_21:00:00,F32,11,32388,32666,213,11,2,3,120,28,1,113
Running,2021-12-24_21:00:00,2021-12-24_22:00:00,F32,11,32347,32683,235,15,1,3,96,35,2,184
Running,2021-12-24_22:00:00,2021-12-24_23:00:00,F32,11,32333,32682,239,11,1,4,140,26,2,165
Running,2021-12-24_23:00:00,2021-12-25_00:00:00,F32,11,32343,32691,229,17,3,3,137,28,3,157
Running,2021-12-25_00:00:00,2021-12-25_01:00:00,F32,11,32393,32688,231,18,1,2,105,28,0,141
Running,2021-12-25_01:00:00,2021-12-25_02:00:00,F32,11,32422,32701,220,19,2,0,95,27,3,133
Running,2021-12-25_02:00:00,2021-12-25_03:00:00,F32,11,32331,32645,235,17,1,4,117,23,1,151
Running,2021-12-25_03:00:00,2021-12-25_04:00:00,F32,11,32332,32656,263,11,2,1,106,32,6,166
Running,2021-12-25_04:00:00,2021-12-25_05:00:00,F32,11,32412,32693,228,21,1,4,85,33,2,135
Running,2021-12-25_05:00:00,2021-12-25_06:00:00,F32,11,32431,32688,231,17,0,1,64,23,2,150
Running,2021-12-25_06:00:00,2021-12-25_07:00:00,F32,11,32339,32693,227,21,2,2,111,11,1,206
Running,2021-12-25_07:00:00,2021-12-25_08:00:00,F32,11,32263,32668,252,18,2,2,115,30,1,237
Running,2021-12-25_08:00:00,2021-12-25_08:33:05,F32,11,17709,17936,144,9,1,0,65,19,1,132
Running,2021-12-28_10:49:04,2021-12-28_10:57:24,F32,11,4288,4332,15,1,0,0,26,2,0,15
Running,2021-12-28_10:58:37,2021-12-28_11:00:00,F32,11,661,671,8,1,0,0,6,2,0,1
Running,2021-12-28_11:00:00,2021-12-28_12:00:00,F32,11,32300,32737,184,26,5,3,233,36,1,133
Running,2021-12-28_12:00:00,2021-12-28_13:00:00,F32,11,32317,32733,187,35,1,1,212,30,2,135
