State,Start Time,End Time,Factory,Line,Good Glove,Produced Glove,Empty Link,Cuff TR,No beading ,Palm TR,Unstripped,No glove ,Functional,Others
Running,2022-05-04_08:54:45,2022-05-04_08:54:52,F32,11,1,18,0,0,0,2,4,11,0,0
Bypassing,2022-05-04_08:54:52,2022-05-04_08:54:56,F32,11,0,0,0,0,0,0,0,0,0,0
Running,2022-05-04_08:54:56,2022-05-04_08:54:59,F32,11,0,0,0,0,0,0,0,0,0,0
Bypassing,2022-05-04_08:54:59,2022-05-04_08:55:02,F32,11,0,8,0,0,0,0,1,7,0,0
Running,2022-05-04_08:55:02,2022-05-04_08:55:15,F32,11,0,19,0,1,0,1,7,10,0,0
Bypassing,2022-05-04_08:55:15,2022-05-04_08:55:22,F32,11,0,0,0,0,0,0,0,0,0,0
Running,2022-05-04_08:55:22,2022-05-04_08:55:27,F32,11,0,16,0,0,0,1,5,10,0,0
Bypassing,2022-05-04_08:55:27,2022-05-04_08:55:30,F32,11,0,0,0,0,0,0,0,0,0,0
Running,2022-05-04_08:55:30,2022-05-04_08:55:33,F32,11,0,5,0,0,0,1,1,3,0,0
Bypassing,2022-05-04_08:55:33,2022-05-04_08:56:45,F32,11,0,4,0,0,0,0,0,4,0,0
Running,2022-05-04_08:56:45,2022-05-04_08:56:48,F32,11,0,3,0,0,0,0,3,0,0,0
Bypassing,2022-05-04_08:56:48,2022-05-04_08:59:08,F32,11,0,5,0,0,0,0,0,5,0,0
Running,2022-05-04_08:59:08,2022-05-04_08:59:12,F32,11,0,3,0,0,0,0,1,2,0,0
Bypassing,2022-05-04_08:59:12,2022-05-04_09:00:00,F32,11,0,5,0,0,0,1,0,4,0,0
Bypassing,2022-05-04_09:00:00,2022-05-04_09:00:11,F32,11,0,0,0,0,0,0,0,0,0,0
Running,2022-05-04_09:00:11,2022-05-04_09:00:19,F32,11,0,6,0,0,0,0,3,3,0,0
Bypassing,2022-05-04_09:00:19,2022-05-04_09:00:23,F32,11,0,0,0,0,0,0,0,0,0,0
Running,2022-05-04_09:00:23,2022-05-04_09:00:27,F32,11,0,11,1,0,0,0,3,8,0,0
Bypassing,2022-05-04_09:00:27,2022-05-04_09:00:29,F32,11,0,0,0,0,0,0,0,0,0,0
Running,2022-05-04_09:00:29,2022-05-04_09:00:36,F32,11,0,15,0,0,0,1,5,9,0,0
Bypassing,2022-05-04_09:00:36,2022-05-04_09:00:37,F32,11,0,0,0,0,0,0,0,0,0,0
Running,2022-05-04_09:00:37,2022-05-04_09:00:44,F32,11,0,16,0,0,0,0,5,11,0,0
Bypassing,2022-05-04_09:00:44,2022-05-04_09:00:47,F32,11,0,0,0,0,0,0,0,0,0,0
Running,2022-05-04_09:00:47,2022-05-04_09:00:56,F32,11,0,14,0,0,0,0,6,8,0,0
Bypassing,2022-05-04_09:00:56,2022-05-04_09:01:09,F32,11,0,3,1,0,0,0,0,3,0,0
Running,2022-05-04_09:01:09,2022-05-04_09:01:16,F32,11,0,10,0,0,0,0,4,6,0,0
Bypassing,2022-05-04_09:01:16,2022-05-04_09:01:37,F32,11,0,0,0,0,0,0,0,0,0,0
Running,2022-05-04_09:01:37,2022-05-04_09:01:41,F32,11,0,8,0,0,0,0,3,5,0,0
Bypassing,2022-05-04_09:01:41,2022-05-04_09:01:54,F32,11,0,0,0,0,0,0,0,0,0,0
Running,2022-05-04_09:01:54,2022-05-04_09:01:59,F32,11,0,15,0,1,0,0,4,10,0,0
Bypassing,2022-05-04_09:01:59,2022-05-04_09:02:02,F32,11,0,2,0,0,0,0,0,2,0,0
Running,2022-05-04_09:02:02,2022-05-04_09:02:09,F32,11,1,12,0,1,0,1,3,6,0,0
Bypassing,2022-05-04_09:02:09,2022-05-04_09:03:11,F32,11,0,2,0,0,0,0,0,2,0,0
Running,2022-05-04_09:03:11,2022-05-04_09:03:14,F32,11,0,4,0,0,0,0,1,3,0,0
Bypassing,2022-05-04_09:03:14,2022-05-04_09:33:50,F32,11,0,2,0,0,0,0,0,2,0,0
Running,2022-05-04_09:33:50,2022-05-04_10:00:00,F32,11,12436,12641,37,40,1,2,90,53,0,19
Running,2022-05-04_10:00:00,2022-05-04_11:00:00,F32,11,28978,29377,107,80,0,2,138,150,1,28
Running,2022-05-04_11:00:00,2022-05-04_12:00:00,F32,11,28393,28887,97,85,2,4,240,134,4,25
Running,2022-05-04_12:00:00,2022-05-04_13:00:00,F32,11,28570,28886,95,92,1,3,121,67,2,30
Running,2022-05-04_13:00:00,2022-05-04_14:00:00,F32,11,28562,28844,96,83,2,0,109,56,3,29
Running,2022-05-04_14:00:00,2022-05-04_15:00:00,F32,11,28619,28884,100,64,5,2,92,75,4,23
Running,2022-05-04_15:00:00,2022-05-04_16:00:00,F32,11,28511,28882,101,47,4,3,187,94,5,31
Running,2022-05-04_16:00:00,2022-05-04_17:00:00,F32,11,28660,28895,91,46,0,3,69,87,4,26
Running,2022-05-04_17:00:00,2022-05-04_18:00:00,F32,11,28040,28260,99,49,0,4,79,61,1,26
Running,2022-05-04_18:00:00,2022-05-04_19:00:00,F32,11,28679,28897,90,42,0,8,84,53,3,28
Running,2022-05-04_19:00:00,2022-05-04_20:00:00,F32,11,28629,28888,100,60,3,0,77,78,3,38
Running,2022-05-04_20:00:00,2022-05-04_21:00:00,F32,11,28616,28888,96,74,4,1,90,48,3,52
Running,2022-05-04_21:00:00,2022-05-04_22:00:00,F32,11,28607,28882,99,81,5,6,106,38,4,35
Running,2022-05-04_22:00:00,2022-05-04_23:00:00,F32,11,28630,28885,96,86,3,2,90,38,8,28
Running,2022-05-04_23:00:00,2022-05-05_00:00:00,F32,11,28590,28891,91,75,10,7,113,51,3,42
Running,2022-05-05_00:00:00,2022-05-05_01:00:00,F32,11,28574,28886,95,87,5,7,135,36,1,41
Running,2022-05-05_01:00:00,2022-05-05_02:00:00,F32,11,28571,28892,93,91,2,5,162,36,6,19
Running,2022-05-05_02:00:00,2022-05-05_03:00:00,F32,11,28572,28896,94,92,11,6,139,30,4,42
Running,2022-05-05_03:00:00,2022-05-05_04:00:00,F32,11,28516,28884,100,99,12,4,125,43,8,77
Running,2022-05-05_04:00:00,2022-05-05_05:00:00,F32,11,28647,28892,96,77,4,3,110,24,3,24
Running,2022-05-05_05:00:00,2022-05-05_06:00:00,F32,11,28629,28888,100,82,5,5,104,32,8,23
Running,2022-05-05_06:00:00,2022-05-05_07:00:00,F32,11,28605,28898,89,94,5,1,127,33,6,27
Running,2022-05-05_07:00:00,2022-05-05_08:00:00,F32,11,28488,28876,101,115,3,3,133,77,4,53
Running,2022-05-05_08:00:00,2022-05-05_09:00:00,F32,11,28591,28877,109,98,11,6,90,36,3,42
Running,2022-05-05_09:00:00,2022-05-05_10:00:00,F32,11,28591,28882,101,118,7,8,89,37,5,27
Running,2022-05-05_10:00:00,2022-05-05_11:00:00,F32,11,28550,28892,94,65,2,0,94,144,8,29
Running,2022-05-05_11:00:00,2022-05-05_12:00:00,F32,11,28519,28881,100,79,7,9,98,121,10,38
Running,2022-05-05_12:00:00,2022-05-05_13:00:00,F32,11,28625,28876,102,103,2,5,67,50,3,21
Running,2022-05-05_13:00:00,2022-05-05_14:00:00,F32,11,28488,28879,104,108,4,7,87,155,4,26
Running,2022-05-05_14:00:00,2022-05-05_15:00:00,F32,11,28096,28461,102,69,7,6,151,97,2,33
Running,2022-05-05_15:00:00,2022-05-05_16:00:00,F32,11,27870,28100,101,61,3,3,71,60,5,27
Running,2022-05-05_16:00:00,2022-05-05_17:00:00,F32,11,27881,28103,102,47,2,8,65,60,10,30
Running,2022-05-05_17:00:00,2022-05-05_18:00:00,F32,11,27867,28108,94,61,3,2,73,60,5,37
Running,2022-05-05_18:00:00,2022-05-05_19:00:00,F32,11,27900,28105,100,47,2,1,69,66,4,16
Running,2022-05-05_19:00:00,2022-05-05_20:00:00,F32,11,27807,28095,98,64,6,1,93,76,6,42
Running,2022-05-05_20:00:00,2022-05-05_21:00:00,F32,11,27709,28092,103,99,13,2,89,92,7,81
Running,2022-05-05_21:00:00,2022-05-05_22:00:00,F32,11,27731,28100,105,87,8,5,93,140,3,33
Running,2022-05-05_22:00:00,2022-05-05_23:00:00,F32,11,27536,28092,112,96,1,10,111,293,8,37
Running,2022-05-05_23:00:00,2022-05-06_00:00:00,F32,11,27662,28095,105,102,5,8,100,150,4,64
Running,2022-05-06_00:00:00,2022-05-06_01:00:00,F32,11,27734,28097,98,97,5,4,101,124,6,26
Running,2022-05-06_01:00:00,2022-05-06_02:00:00,F32,11,27751,28097,100,88,4,4,83,126,2,39
Running,2022-05-06_02:00:00,2022-05-06_03:00:00,F32,11,27695,28100,99,98,6,9,101,144,4,43
Running,2022-05-06_03:00:00,2022-05-06_04:00:00,F32,11,27589,28098,102,115,6,7,137,174,4,66
Running,2022-05-06_04:00:00,2022-05-06_05:00:00,F32,11,27748,28092,102,96,6,3,106,99,3,31
Running,2022-05-06_05:00:00,2022-05-06_06:00:00,F32,11,27690,28089,110,134,1,9,121,97,6,31
Running,2022-05-06_06:00:00,2022-05-06_07:00:00,F32,11,27645,28089,109,135,7,6,132,119,5,40
Running,2022-05-06_07:00:00,2022-05-06_08:00:00,F32,11,27576,28091,106,147,6,6,156,139,7,54
Running,2022-05-06_08:00:00,2022-05-06_09:00:00,F32,11,27532,28086,108,163,5,8,173,151,4,50
Running,2022-05-06_09:00:00,2022-05-06_10:00:00,F32,11,27577,28082,116,167,2,7,164,122,12,31
Running,2022-05-06_10:00:00,2022-05-06_10:38:56,F32,11,17933,18215,72,59,3,5,107,76,7,25
Running,2022-05-06_10:40:32,2022-05-06_11:00:00,F32,11,8835,8994,24,56,2,3,58,35,0,5
Running,2022-05-06_11:00:00,2022-05-06_12:00:00,F32,11,27667,28113,94,143,5,11,175,64,6,42
Running,2022-05-06_12:00:00,2022-05-06_13:00:00,F32,11,27773,28121,92,140,3,10,117,47,5,26
Running,2022-05-06_13:00:00,2022-05-06_14:00:00,F32,11,27688,28114,101,139,7,6,135,91,5,43
Running,2022-05-06_14:00:00,2022-05-06_15:00:00,F32,11,27743,28102,109,139,5,1,107,63,4,40
Running,2022-05-06_15:00:00,2022-05-06_16:00:00,F32,11,27487,27950,102,95,3,7,169,159,1,29
Running,2022-05-06_16:00:00,2022-05-06_17:00:00,F32,11,27804,28114,96,59,1,5,164,50,5,26
Running,2022-05-06_17:00:00,2022-05-06_18:00:00,F32,11,27847,28121,90,55,9,5,113,58,5,29
Running,2022-05-06_18:00:00,2022-05-06_19:00:00,F32,11,27867,28112,95,72,0,1,78,68,2,24
Running,2022-05-06_19:00:00,2022-05-06_20:00:00,F32,11,27844,28111,98,55,2,3,95,80,7,25
Running,2022-05-06_20:00:00,2022-05-06_21:00:00,F32,11,27819,28112,101,60,1,8,105,75,6,38
