State,Start Time,End Time,Factory,Line,Good Glove,Produced Glove,Empty Link,Cuff TR,No beading ,Palm TR,Unstripped,No glove ,Functional,Others
Running,2022-04-10_18:00:00,2022-04-10_19:00:00,F32,11,27536,27934,268,90,13,7,136,74,3,75
Running,2022-04-10_19:00:00,2022-04-10_20:00:00,F32,11,27530,27932,264,82,9,8,151,73,7,72
Running,2022-04-10_20:00:00,2022-04-10_21:00:00,F32,11,27513,27939,259,100,14,6,149,67,5,85
Running,2022-04-10_21:00:00,2022-04-10_22:00:00,F32,11,27487,27940,254,87,13,7,137,114,8,87
Running,2022-04-10_22:00:00,2022-04-10_23:00:00,F32,11,27552,27963,235,78,11,13,169,54,7,79
Running,2022-04-10_23:00:00,2022-04-11_00:00:00,F32,11,21776,22103,196,32,4,6,177,47,3,58
Running,2022-04-11_00:00:00,2022-04-11_01:00:00,F32,11,27545,27955,245,59,16,5,203,47,4,76
Running,2022-04-11_01:00:00,2022-04-11_02:00:00,F32,11,27553,27951,247,94,14,5,165,44,4,72
Running,2022-04-11_02:00:00,2022-04-11_03:00:00,F32,11,27546,27956,245,70,13,12,187,35,6,87
Running,2022-04-11_03:00:00,2022-04-11_04:00:00,F32,11,27501,27945,255,107,18,6,202,40,6,65
Running,2022-04-11_04:00:00,2022-04-11_05:00:00,F32,11,27501,27929,261,82,25,11,200,30,5,75
Running,2022-04-11_05:00:00,2022-04-11_06:00:00,F32,11,27498,27939,255,93,24,16,169,66,5,68
Running,2022-04-11_06:00:00,2022-04-11_07:00:00,F32,11,27444,27967,240,93,20,11,207,107,5,80
Running,2022-04-11_07:00:00,2022-04-11_08:00:00,F32,11,27505,27993,270,96,18,19,229,40,5,81
Running,2022-04-11_08:00:00,2022-04-11_08:46:28,F32,11,20003,20494,188,82,16,14,192,109,4,74
Bypassing,2022-04-11_08:46:28,2022-04-11_08:49:16,F32,11,0,7,0,0,0,0,0,7,0,0
Line Stopped,2022-04-11_08:49:16,2022-04-11_08:54:57,F32,11,0,0,0,0,0,0,0,0,0,0
Bypassing,2022-04-11_08:54:57,2022-04-11_08:55:13,F32,11,0,0,0,0,0,0,0,0,0,0
Line Stopped,2022-04-11_08:55:13,2022-04-11_08:55:21,F32,11,0,0,0,0,0,0,0,0,0,0
Bypassing,2022-04-11_08:55:21,2022-04-11_08:55:37,F32,11,0,0,0,0,0,0,0,0,0,0
Line Stopped,2022-04-11_08:55:37,2022-04-11_08:55:58,F32,11,0,0,0,0,0,0,0,0,0,0
Bypassing,2022-04-11_08:55:58,2022-04-11_08:57:17,F32,11,0,0,0,0,0,0,0,0,0,0
Running,2022-04-11_08:57:17,2022-04-11_08:57:28,F32,11,0,0,0,0,0,0,0,0,0,0
Bypassing,2022-04-11_08:57:28,2022-04-11_08:58:11,F32,11,0,6,0,0,0,0,1,5,0,0
Line Stopped,2022-04-11_08:58:11,2022-04-11_08:58:33,F32,11,0,0,0,0,0,0,0,0,0,0
Bypassing,2022-04-11_08:58:33,2022-04-11_08:59:29,F32,11,0,0,0,0,0,0,0,0,0,0
Line Stopped,2022-04-11_08:59:29,2022-04-11_09:00:00,F32,11,0,0,0,0,0,0,0,0,0,0
Line Stopped,2022-04-11_09:00:00,2022-04-11_09:01:41,F32,11,0,0,0,0,0,0,0,0,0,0
Bypassing,2022-04-11_09:01:41,2022-04-11_09:01:42,F32,11,0,0,0,0,0,0,0,0,0,0
Running,2022-04-11_09:01:42,2022-04-11_09:01:55,F32,11,0,0,0,0,0,0,0,0,0,0
Bypassing,2022-04-11_09:01:55,2022-04-11_09:02:21,F32,11,0,13,0,0,0,0,5,8,0,0
Line Stopped,2022-04-11_09:02:21,2022-04-11_09:02:25,F32,11,0,0,0,0,0,0,0,0,0,0
Bypassing,2022-04-11_09:02:25,2022-04-11_09:02:53,F32,11,0,0,0,0,0,0,0,0,0,0
Line Stopped,2022-04-11_09:02:53,2022-04-11_09:03:25,F32,11,0,0,0,0,0,0,0,0,0,0
Bypassing,2022-04-11_09:03:25,2022-04-11_09:03:44,F32,11,0,0,0,0,0,0,0,0,0,0
Line Stopped,2022-04-11_09:03:44,2022-04-11_09:04:41,F32,11,0,0,0,0,0,0,0,0,0,0
Bypassing,2022-04-11_09:04:41,2022-04-11_09:05:21,F32,11,0,0,0,0,0,0,0,0,0,0
Line Stopped,2022-04-11_09:05:21,2022-04-11_09:05:24,F32,11,0,0,0,0,0,0,0,0,0,0
Bypassing,2022-04-11_09:05:24,2022-04-11_09:06:09,F32,11,0,0,0,0,0,0,0,0,0,0
Line Stopped,2022-04-11_09:06:09,2022-04-11_09:18:27,F32,11,0,0,0,0,0,0,0,0,0,0
Bypassing,2022-04-11_09:18:27,2022-04-11_09:18:57,F32,11,0,0,0,0,0,0,0,0,0,0
Line Stopped,2022-04-11_09:18:57,2022-04-11_09:19:36,F32,11,0,0,0,0,0,0,0,0,0,0
Bypassing,2022-04-11_09:19:36,2022-04-11_09:20:11,F32,11,0,0,0,0,0,0,0,0,0,0
Line Stopped,2022-04-11_09:20:11,2022-04-11_09:20:23,F32,11,0,0,0,0,0,0,0,0,0,0
Bypassing,2022-04-11_09:20:23,2022-04-11_09:21:45,F32,11,0,0,0,0,0,0,0,0,0,0
Line Stopped,2022-04-11_09:21:45,2022-04-11_09:22:58,F32,11,0,0,0,0,0,0,0,0,0,0
Bypassing,2022-04-11_09:22:58,2022-04-11_09:23:18,F32,11,0,0,0,0,0,0,0,0,0,0
Line Stopped,2022-04-11_09:23:18,2022-04-11_09:23:20,F32,11,0,0,0,0,0,0,0,0,0,0
Bypassing,2022-04-11_09:23:20,2022-04-11_09:24:26,F32,11,0,0,0,0,0,0,0,0,0,0
Line Stopped,2022-04-11_09:24:26,2022-04-11_09:24:29,F32,11,0,0,0,0,0,0,0,0,0,0
Bypassing,2022-04-11_09:24:29,2022-04-11_09:24:56,F32,11,0,0,0,0,0,0,0,0,0,0
Line Stopped,2022-04-11_09:24:56,2022-04-11_09:25:10,F32,11,0,0,0,0,0,0,0,0,0,0
Bypassing,2022-04-11_09:25:10,2022-04-11_09:25:26,F32,11,0,0,0,0,0,0,0,0,0,0
Line Stopped,2022-04-11_09:25:26,2022-04-11_09:25:29,F32,11,0,0,0,0,0,0,0,0,0,0
Bypassing,2022-04-11_09:25:29,2022-04-11_09:26:19,F32,11,0,0,0,0,0,0,0,0,0,0
Line Stopped,2022-04-11_09:26:19,2022-04-11_09:46:57,F32,11,0,0,0,0,0,0,0,0,0,0
Bypassing,2022-04-11_09:46:57,2022-04-11_09:48:05,F32,11,0,0,0,0,0,0,0,0,0,0
Line Stopped,2022-04-11_09:48:05,2022-04-11_10:00:00,F32,11,0,0,0,0,0,0,0,0,0,0
Line Stopped,2022-04-11_10:00:00,2022-04-11_10:36:35,F32,11,0,0,0,0,0,0,0,0,0,0
Bypassing,2022-04-11_10:36:35,2022-04-11_11:00:00,F32,11,0,0,0,0,0,0,0,0,0,0
Bypassing,2022-04-11_11:00:00,2022-04-11_11:55:44,F32,11,0,0,0,0,0,0,0,0,0,0
Running,2022-04-11_11:55:44,2022-04-11_11:56:34,F32,11,175,188,1,0,0,0,2,11,0,0
Bypassing,2022-04-11_11:56:34,2022-04-11_12:00:00,F32,11,0,0,0,0,0,0,0,0,0,0
Bypassing,2022-04-11_12:00:00,2022-04-11_12:29:10,F32,11,0,0,0,0,0,0,0,0,0,0
Running,2022-04-11_12:29:10,2022-04-11_13:00:00,F32,11,14381,14614,158,33,0,2,145,13,2,38
Running,2022-04-11_13:00:00,2022-04-11_14:00:00,F32,11,30721,31014,319,62,0,7,98,20,4,102
Running,2022-04-11_14:00:00,2022-04-11_15:00:00,F32,11,32347,32691,364,68,0,5,90,29,1,151
Running,2022-04-11_15:00:00,2022-04-11_16:00:00,F32,11,32825,33228,447,83,1,6,109,36,4,164
Running,2022-04-11_16:00:00,2022-04-11_17:00:00,F32,11,32851,33263,421,120,2,6,100,29,5,150
Running,2022-04-11_17:00:00,2022-04-11_18:00:00,F32,11,32077,32529,390,115,4,5,111,59,2,156
Running,2022-04-11_18:00:00,2022-04-11_19:00:00,F32,11,32829,33244,431,111,2,4,102,33,2,161
Running,2022-04-11_19:00:00,2022-04-11_20:00:00,F32,11,32897,33267,407,90,1,3,92,28,4,152
Running,2022-04-11_20:00:00,2022-04-11_21:00:00,F32,11,32831,33268,408,105,6,9,85,35,5,192
Running,2022-04-11_21:00:00,2022-04-11_22:00:00,F32,11,32795,33230,443,90,2,6,92,42,4,199
Running,2022-04-11_22:00:00,2022-04-11_23:00:00,F32,11,32807,33255,424,133,6,3,96,32,6,172
Running,2022-04-11_23:00:00,2022-04-12_00:00:00,F32,11,32767,33243,422,120,3,8,103,27,1,214
Running,2022-04-12_00:00:00,2022-04-12_01:00:00,F32,11,32789,33222,452,104,1,5,105,33,3,182
Running,2022-04-12_01:00:00,2022-04-12_02:00:00,F32,11,32645,33203,472,102,11,4,246,32,5,158
Running,2022-04-12_02:00:00,2022-04-12_03:00:00,F32,11,32658,33216,450,108,9,9,189,38,3,202
Running,2022-04-12_03:00:00,2022-04-12_04:00:00,F32,11,32687,33203,458,122,14,6,170,41,6,157
Running,2022-04-12_04:00:00,2022-04-12_05:00:00,F32,11,32686,33211,460,110,9,5,187,45,1,168
Running,2022-04-12_05:00:00,2022-04-12_06:00:00,F32,11,32650,33217,451,146,17,9,183,46,1,165
Running,2022-04-12_06:00:00,2022-04-12_07:00:00,F32,11,32517,33070,481,158,8,5,178,47,0,157
Running,2022-04-12_07:00:00,2022-04-12_08:00:00,F32,11,32500,33141,476,159,10,8,214,44,4,202
Running,2022-04-12_08:00:00,2022-04-12_09:00:00,F32,11,32518,33180,478,129,4,9,229,81,5,205
Running,2022-04-12_09:00:00,2022-04-12_10:00:00,F32,11,32476,33231,439,135,5,4,282,84,2,243
Running,2022-04-12_10:00:00,2022-04-12_11:00:00,F32,11,32505,33142,513,106,10,5,254,50,5,207
Running,2022-04-12_11:00:00,2022-04-12_12:00:00,F32,11,32742,33245,428,103,5,3,126,36,2,228
Running,2022-04-12_12:00:00,2022-04-12_13:00:00,F32,11,32774,33215,454,88,11,6,148,54,4,130
Running,2022-04-12_13:00:00,2022-04-12_14:00:00,F32,11,32747,33192,476,75,15,7,179,36,6,127
Running,2022-04-12_14:00:00,2022-04-12_15:00:00,F32,11,32806,33229,453,54,16,8,167,34,1,143
Running,2022-04-12_15:00:00,2022-04-12_16:00:00,F32,11,32670,33083,463,54,11,9,145,42,4,148
Running,2022-04-12_16:00:00,2022-04-12_17:00:00,F32,11,32802,33207,460,61,7,13,174,46,3,101
Running,2022-04-12_17:00:00,2022-04-12_18:00:00,F32,11,32832,33242,432,45,10,8,169,39,3,136
Running,2022-04-12_18:00:00,2022-04-12_18:39:32,F32,11,21445,21724,294,35,7,6,114,28,2,87
Line Stopped,2022-04-12_18:39:32,2022-04-12_18:42:57,F32,11,39,39,0,0,0,0,0,0,0,0
No PLC Connection,2022-04-12_18:42:57,2022-04-12_19:00:00,F32,11,0,0,0,0,0,0,0,0,0,0
No PLC Connection,2022-04-12_19:00:00,2022-04-12_20:00:00,F32,11,0,0,0,0,0,0,0,0,0,0
No PLC Connection,2022-04-12_20:00:00,2022-04-12_21:00:00,F32,11,0,0,0,0,0,0,0,0,0,0
No PLC Connection,2022-04-12_21:00:00,2022-04-12_21:53:05,F32,11,0,0,0,0,0,0,0,0,0,0
Line Stopped,2022-04-12_21:53:05,2022-04-12_21:53:25,F32,11,0,0,0,0,0,0,0,0,0,0
No PLC Connection,2022-04-12_21:53:25,2022-04-12_21:55:04,F32,11,0,0,0,0,0,0,0,0,0,0
Line Stopped,2022-04-12_21:55:04,2022-04-12_22:00:00,F32,11,0,0,0,0,0,0,0,0,0,0
Line Stopped,2022-04-12_22:00:00,2022-04-12_22:36:17,F32,11,0,0,0,0,0,0,0,0,0,0
Running,2022-04-12_22:36:17,2022-04-12_22:36:34,F32,11,0,0,0,0,0,0,0,0,0,0
Line Stopped,2022-04-12_22:36:34,2022-04-12_22:38:18,F32,11,0,1,0,0,0,0,0,1,0,0
Running,2022-04-12_22:38:18,2022-04-12_22:38:18,F32,11,0,0,0,0,0,0,0,0,0,0
Bypassing,2022-04-12_22:38:18,2022-04-12_22:47:56,F32,11,0,0,0,0,0,0,0,0,0,0
Running,2022-04-12_22:47:56,2022-04-12_22:48:19,F32,11,0,2,0,0,0,0,0,1,0,1
Bypassing,2022-04-12_22:48:19,2022-04-12_23:00:00,F32,11,0,8,0,0,0,0,0,6,0,2
Bypassing,2022-04-12_23:00:00,2022-04-12_23:02:02,F32,11,0,0,0,0,0,0,0,0,0,0
Running,2022-04-12_23:02:02,2022-04-12_23:02:21,F32,11,0,0,0,0,0,0,0,0,0,0
Bypassing,2022-04-12_23:02:21,2022-04-12_23:12:03,F32,11,0,8,0,0,0,0,0,6,0,2
Running,2022-04-12_23:12:03,2022-04-12_23:12:17,F32,11,0,0,0,0,0,0,0,0,0,0
Bypassing,2022-04-12_23:12:17,2022-04-12_23:12:46,F32,11,0,0,0,0,0,0,0,0,0,0
Running,2022-04-12_23:12:46,2022-04-12_23:13:00,F32,11,0,12,0,0,0,0,0,10,0,2
Bypassing,2022-04-12_23:13:00,2022-04-12_23:21:11,F32,11,0,0,0,0,0,0,0,0,0,0
Running,2022-04-12_23:21:11,2022-04-12_23:21:25,F32,11,0,0,0,0,0,0,0,0,0,0
Bypassing,2022-04-12_23:21:25,2022-04-12_23:22:40,F32,11,0,6,0,0,0,0,0,5,0,1
Running,2022-04-12_23:22:40,2022-04-12_23:22:54,F32,11,0,0,0,0,0,0,0,0,0,0
Bypassing,2022-04-12_23:22:54,2022-04-12_23:27:34,F32,11,0,6,0,0,0,0,0,5,0,1
Running,2022-04-12_23:27:34,2022-04-12_23:27:48,F32,11,0,0,0,0,0,0,0,0,0,0
Bypassing,2022-04-12_23:27:48,2022-04-12_23:34:44,F32,11,0,6,0,0,0,0,0,5,0,1
Running,2022-04-12_23:34:44,2022-04-12_23:35:07,F32,11,0,7,0,0,0,0,0,5,0,2
Bypassing,2022-04-12_23:35:07,2022-04-12_23:35:37,F32,11,0,0,0,0,0,0,0,0,0,0
Line Stopped,2022-04-12_23:35:37,2022-04-12_23:56:57,F32,11,0,3,0,0,0,0,0,2,0,1
Bypassing,2022-04-12_23:56:57,2022-04-12_23:58:41,F32,11,0,0,0,0,0,0,0,0,0,0
Running,2022-04-12_23:58:41,2022-04-12_23:58:59,F32,11,0,0,0,0,0,0,0,0,0,0
Bypassing,2022-04-12_23:58:59,2022-04-13_00:00:00,F32,11,0,8,0,0,0,0,0,6,0,2
Bypassing,2022-04-13_00:00:00,2022-04-13_00:02:26,F32,11,0,0,0,0,0,0,0,0,0,0
Running,2022-04-13_00:02:26,2022-04-13_00:02:44,F32,11,0,0,0,0,0,0,0,0,0,0
Bypassing,2022-04-13_00:02:44,2022-04-13_00:10:10,F32,11,0,8,0,0,0,0,0,6,0,2
Running,2022-04-13_00:10:10,2022-04-13_00:10:26,F32,11,0,0,0,0,0,0,0,0,0,0
Bypassing,2022-04-13_00:10:26,2022-04-13_00:19:21,F32,11,0,7,0,0,0,0,0,5,0,2
Running,2022-04-13_00:19:21,2022-04-13_00:19:35,F32,11,0,0,0,0,0,0,0,0,0,0
Bypassing,2022-04-13_00:19:35,2022-04-13_00:49:40,F32,11,0,6,0,0,0,0,0,5,0,1
Line Stopped,2022-04-13_00:49:40,2022-04-13_01:00:00,F32,11,0,0,0,0,0,0,0,0,0,0
Line Stopped,2022-04-13_01:00:00,2022-04-13_01:39:38,F32,11,0,0,0,0,0,0,0,0,0,0
Bypassing,2022-04-13_01:39:38,2022-04-13_02:00:00,F32,11,0,0,0,0,0,0,0,0,0,0
Bypassing,2022-04-13_02:00:00,2022-04-13_02:28:10,F32,11,0,0,0,0,0,0,0,0,0,0
Running,2022-04-13_02:28:10,2022-04-13_02:28:28,F32,11,0,0,0,0,0,0,0,0,0,0
Bypassing,2022-04-13_02:28:28,2022-04-13_02:40:10,F32,11,0,8,0,0,0,0,0,6,0,2
Line Stopped,2022-04-13_02:40:10,2022-04-13_02:41:45,F32,11,0,0,0,0,0,0,0,0,0,0
Running,2022-04-13_02:41:45,2022-04-13_02:41:59,F32,11,0,0,0,0,0,0,0,0,0,0
Bypassing,2022-04-13_02:41:59,2022-04-13_02:59:24,F32,11,0,5,1,0,0,0,0,5,0,0
Running,2022-04-13_02:59:24,2022-04-13_02:59:38,F32,11,0,0,0,0,0,0,0,0,0,0
Bypassing,2022-04-13_02:59:38,2022-04-13_03:00:00,F32,11,0,6,0,0,0,0,0,5,0,1
Bypassing,2022-04-13_03:00:00,2022-04-13_03:14:43,F32,11,0,0,0,0,0,0,0,0,0,0
Line Stopped,2022-04-13_03:14:43,2022-04-13_03:31:01,F32,11,0,0,0,0,0,0,0,0,0,0
Bypassing,2022-04-13_03:31:01,2022-04-13_03:35:01,F32,11,0,0,0,0,0,0,0,0,0,0
Line Stopped,2022-04-13_03:35:01,2022-04-13_03:54:05,F32,11,0,0,0,0,0,0,0,0,0,0
Bypassing,2022-04-13_03:54:05,2022-04-13_03:55:26,F32,11,0,0,0,0,0,0,0,0,0,0
Line Stopped,2022-04-13_03:55:26,2022-04-13_03:58:58,F32,11,0,0,0,0,0,0,0,0,0,0
Bypassing,2022-04-13_03:58:58,2022-04-13_03:59:34,F32,11,0,0,0,0,0,0,0,0,0,0
Line Stopped,2022-04-13_03:59:34,2022-04-13_04:00:00,F32,11,0,0,0,0,0,0,0,0,0,0
Line Stopped,2022-04-13_04:00:00,2022-04-13_04:11:36,F32,11,0,0,0,0,0,0,0,0,0,0
Bypassing,2022-04-13_04:11:36,2022-04-13_04:13:25,F32,11,0,0,0,0,0,0,0,0,0,0
Line Stopped,2022-04-13_04:13:25,2022-04-13_04:16:48,F32,11,0,0,0,0,0,0,0,0,0,0
Bypassing,2022-04-13_04:16:48,2022-04-13_04:17:54,F32,11,0,0,0,0,0,0,0,0,0,0
Line Stopped,2022-04-13_04:17:54,2022-04-13_04:18:44,F32,11,0,0,0,0,0,0,0,0,0,0
Bypassing,2022-04-13_04:18:44,2022-04-13_04:20:28,F32,11,0,0,0,0,0,0,0,0,0,0
Line Stopped,2022-04-13_04:20:28,2022-04-13_04:24:46,F32,11,0,0,0,0,0,0,0,0,0,0
Bypassing,2022-04-13_04:24:46,2022-04-13_04:25:02,F32,11,0,0,0,0,0,0,0,0,0,0
Line Stopped,2022-04-13_04:25:02,2022-04-13_04:36:58,F32,11,0,0,0,0,0,0,0,0,0,0
Bypassing,2022-04-13_04:36:58,2022-04-13_04:37:38,F32,11,0,0,0,0,0,0,0,0,0,0
Line Stopped,2022-04-13_04:37:38,2022-04-13_04:39:10,F32,11,0,0,0,0,0,0,0,0,0,0
Bypassing,2022-04-13_04:39:10,2022-04-13_04:41:11,F32,11,0,0,0,0,0,0,0,0,0,0
Line Stopped,2022-04-13_04:41:11,2022-04-13_04:42:55,F32,11,0,0,0,0,0,0,0,0,0,0
Bypassing,2022-04-13_04:42:55,2022-04-13_04:44:07,F32,11,0,0,0,0,0,0,0,0,0,0
Line Stopped,2022-04-13_04:44:07,2022-04-13_04:47:42,F32,11,0,0,0,0,0,0,0,0,0,0
Bypassing,2022-04-13_04:47:42,2022-04-13_04:49:33,F32,11,0,0,0,0,0,0,0,0,0,0
Line Stopped,2022-04-13_04:49:33,2022-04-13_05:00:00,F32,11,0,0,0,0,0,0,0,0,0,0
Line Stopped,2022-04-13_05:00:00,2022-04-13_05:49:42,F32,11,0,0,0,0,0,0,0,0,0,0
Bypassing,2022-04-13_05:49:42,2022-04-13_05:50:33,F32,11,0,0,0,0,0,0,0,0,0,0
Line Stopped,2022-04-13_05:50:33,2022-04-13_05:54:50,F32,11,0,0,0,0,0,0,0,0,0,0
Bypassing,2022-04-13_05:54:50,2022-04-13_05:57:19,F32,11,0,0,0,0,0,0,0,0,0,0
Line Stopped,2022-04-13_05:57:19,2022-04-13_05:58:12,F32,11,0,0,0,0,0,0,0,0,0,0
Bypassing,2022-04-13_05:58:12,2022-04-13_06:00:00,F32,11,0,0,0,0,0,0,0,0,0,0
Bypassing,2022-04-13_06:00:00,2022-04-13_06:01:04,F32,11,0,0,0,0,0,0,0,0,0,0
Line Stopped,2022-04-13_06:01:04,2022-04-13_06:03:10,F32,11,0,0,0,0,0,0,0,0,0,0
Bypassing,2022-04-13_06:03:10,2022-04-13_06:05:19,F32,11,0,0,0,0,0,0,0,0,0,0
Line Stopped,2022-04-13_06:05:19,2022-04-13_06:06:23,F32,11,0,0,0,0,0,0,0,0,0,0
Bypassing,2022-04-13_06:06:23,2022-04-13_06:08:48,F32,11,0,0,0,0,0,0,0,0,0,0
Line Stopped,2022-04-13_06:08:48,2022-04-13_06:19:07,F32,11,0,0,0,0,0,0,0,0,0,0
Bypassing,2022-04-13_06:19:07,2022-04-13_06:20:21,F32,11,0,0,0,0,0,0,0,0,0,0
Line Stopped,2022-04-13_06:20:21,2022-04-13_06:35:31,F32,11,0,0,0,0,0,0,0,0,0,0
Running,2022-04-13_06:35:31,2022-04-13_06:35:41,F32,11,0,0,0,0,0,0,0,0,0,0
Bypassing,2022-04-13_06:35:41,2022-04-13_06:40:42,F32,11,0,5,0,0,0,0,0,5,0,0
Line Stopped,2022-04-13_06:40:42,2022-04-13_07:00:00,F32,11,0,0,0,0,0,0,0,0,0,0
Line Stopped,2022-04-13_07:00:00,2022-04-13_07:51:02,F32,11,0,0,0,0,0,0,0,0,0,0
Running,2022-04-13_07:51:02,2022-04-13_07:51:11,F32,11,0,0,0,0,0,0,0,0,0,0
Bypassing,2022-04-13_07:51:11,2022-04-13_07:51:49,F32,11,0,0,0,0,0,0,0,0,0,0
Running,2022-04-13_07:51:49,2022-04-13_07:51:54,F32,11,0,0,0,0,0,0,0,0,0,0
Bypassing,2022-04-13_07:51:54,2022-04-13_07:52:45,F32,11,0,11,0,0,0,0,1,10,0,0
Line Stopped,2022-04-13_07:52:45,2022-04-13_08:00:00,F32,11,0,0,0,0,0,0,0,0,0,0
Line Stopped,2022-04-13_08:00:00,2022-04-13_08:03:30,F32,11,0,0,0,0,0,0,0,0,0,0
Running,2022-04-13_08:03:30,2022-04-13_08:03:50,F32,11,0,0,0,0,0,0,0,0,0,0
Line Stopped,2022-04-13_08:03:50,2022-04-13_08:09:23,F32,11,0,1,0,0,0,0,0,1,0,0
Running,2022-04-13_08:09:23,2022-04-13_08:09:40,F32,11,0,0,0,0,0,0,0,0,0,0
Bypassing,2022-04-13_08:09:40,2022-04-13_08:11:04,F32,11,0,5,0,0,0,0,0,5,0,0
Line Stopped,2022-04-13_08:11:04,2022-04-13_08:31:31,F32,11,0,0,0,0,0,0,0,0,0,0
Bypassing,2022-04-13_08:31:31,2022-04-13_08:34:50,F32,11,0,0,0,0,0,0,0,0,0,0
Line Stopped,2022-04-13_08:34:50,2022-04-13_08:58:00,F32,11,0,0,0,0,0,0,0,0,0,0
Bypassing,2022-04-13_08:58:00,2022-04-13_09:00:00,F32,11,0,0,0,0,0,0,0,0,0,0
Bypassing,2022-04-13_09:00:00,2022-04-13_09:16:13,F32,11,0,0,0,0,0,0,0,0,0,0
Line Stopped,2022-04-13_09:16:13,2022-04-13_09:31:44,F32,11,0,0,0,0,0,0,0,0,0,0
Bypassing,2022-04-13_09:31:44,2022-04-13_09:32:26,F32,11,0,0,0,0,0,0,0,0,0,0
Line Stopped,2022-04-13_09:32:26,2022-04-13_10:00:00,F32,11,0,0,0,0,0,0,0,0,0,0
Line Stopped,2022-04-13_10:00:00,2022-04-13_10:57:33,F32,11,0,0,0,0,0,0,0,0,0,0
Running,2022-04-13_10:57:33,2022-04-13_10:57:41,F32,11,0,0,0,0,0,0,0,0,0,0
Bypassing,2022-04-13_10:57:41,2022-04-13_10:58:01,F32,11,0,5,0,0,0,0,0,5,0,0
Line Stopped,2022-04-13_10:58:01,2022-04-13_11:00:00,F32,11,0,0,0,0,0,0,0,0,0,0
Line Stopped,2022-04-13_11:00:00,2022-04-13_11:28:35,F32,11,0,0,0,0,0,0,0,0,0,0
Bypassing,2022-04-13_11:28:35,2022-04-13_11:29:13,F32,11,0,0,0,0,0,0,0,0,0,0
Line Stopped,2022-04-13_11:29:13,2022-04-13_11:38:47,F32,11,0,0,0,0,0,0,0,0,0,0
Bypassing,2022-04-13_11:38:47,2022-04-13_11:39:03,F32,11,0,0,0,0,0,0,0,0,0,0
Line Stopped,2022-04-13_11:39:03,2022-04-13_11:44:29,F32,11,0,0,0,0,0,0,0,0,0,0
Bypassing,2022-04-13_11:44:29,2022-04-13_11:48:31,F32,11,0,0,0,0,0,0,0,0,0,0
Line Stopped,2022-04-13_11:48:31,2022-04-13_12:00:00,F32,11,0,0,0,0,0,0,0,0,0,0
Line Stopped,2022-04-13_12:00:00,2022-04-13_12:00:07,F32,11,0,0,0,0,0,0,0,0,0,0
Running,2022-04-13_12:00:07,2022-04-13_12:00:29,F32,11,0,0,0,0,0,0,0,0,0,0
Bypassing,2022-04-13_12:00:29,2022-04-13_12:12:21,F32,11,0,5,0,0,0,0,0,5,0,0
Line Stopped,2022-04-13_12:12:21,2022-04-13_12:26:31,F32,11,0,0,0,0,0,0,0,0,0,0
Bypassing,2022-04-13_12:26:31,2022-04-13_12:29:09,F32,11,0,0,0,0,0,0,0,0,0,0
Line Stopped,2022-04-13_12:29:09,2022-04-13_12:37:28,F32,11,0,0,0,0,0,0,0,0,0,0
Running,2022-04-13_12:37:28,2022-04-13_12:37:44,F32,11,0,0,0,0,0,0,0,0,0,0
Line Stopped,2022-04-13_12:37:44,2022-04-13_12:56:08,F32,11,0,0,0,0,0,0,0,0,0,0
Bypassing,2022-04-13_12:56:08,2022-04-13_13:00:00,F32,11,0,0,0,0,0,0,0,0,0,0
Bypassing,2022-04-13_13:00:00,2022-04-13_13:03:19,F32,11,0,0,0,0,0,0,0,0,0,0
Line Stopped,2022-04-13_13:03:19,2022-04-13_13:22:57,F32,11,0,0,0,0,0,0,0,0,0,0
Running,2022-04-13_13:22:57,2022-04-13_13:23:16,F32,11,0,2,0,0,0,0,0,2,0,0
Bypassing,2022-04-13_13:23:16,2022-04-13_13:41:18,F32,11,0,3,0,0,0,0,0,3,0,0
Running,2022-04-13_13:41:18,2022-04-13_13:41:21,F32,11,0,1,0,0,0,0,1,0,0,0
Bypassing,2022-04-13_13:41:21,2022-04-13_14:00:00,F32,11,0,5,0,0,0,0,0,5,0,0
Bypassing,2022-04-13_14:00:00,2022-04-13_14:10:40,F32,11,0,0,0,0,0,0,0,0,0,0
Running,2022-04-13_14:10:40,2022-04-13_14:10:43,F32,11,0,1,0,0,0,0,1,0,0,0
Bypassing,2022-04-13_14:10:43,2022-04-13_15:00:00,F32,11,0,5,0,0,0,0,0,5,0,0
Bypassing,2022-04-13_15:00:00,2022-04-13_15:36:53,F32,11,0,0,0,0,0,0,0,0,0,0
Running,2022-04-13_15:36:53,2022-04-13_15:37:36,F32,11,164,175,0,0,0,0,2,7,0,2
Bypassing,2022-04-13_15:37:36,2022-04-13_15:42:00,F32,11,0,3,0,0,0,0,0,3,0,0
Running,2022-04-13_15:42:00,2022-04-13_15:42:03,F32,11,0,1,0,0,0,0,1,0,0,0
Bypassing,2022-04-13_15:42:03,2022-04-13_15:43:46,F32,11,0,5,0,0,0,0,0,5,0,0
Running,2022-04-13_15:43:46,2022-04-13_15:44:31,F32,11,47,53,5,1,0,0,4,1,0,0
Bypassing,2022-04-13_15:44:31,2022-04-13_16:00:00,F32,11,113,127,1,1,0,0,2,11,0,0
Bypassing,2022-04-13_16:00:00,2022-04-13_16:10:50,F32,11,0,0,0,0,0,0,0,0,0,0
